id,doi,title,abstract
https://openalex.org/W4385063203,10.1039/d3cy00810j,Low-concentration methane removal: what can we learn from high-concentration methane conversion?,Methane (CH 4 ) is the worlds second most potent greenhouse gas after carbon dioxide (CO 2 ).
https://openalex.org/W4388792328,10.1038/s41467-023-43277-0,Balancing elementary steps enables coke-free dry reforming of methane,"Abstract Balancing kinetics, a crucial priority in catalysis, is frequently achieved by sacrificing activity of elementary steps to suppress side reactions and enhance catalyst stability. Dry reforming of methane (DRM), a process operated at high temperature, usually involves fast C-H activation but sluggish carbon removal, resulting in coke deposition and catalyst deactivation. Studies focused solely on catalyst innovation are insufficient in addressing coke formation efficiently. Herein, we develop coke-free catalysts that balance kinetics of elementary steps for overall thermodynamics optimization. Beginning from a highly active cobalt aluminum oxide (CoAl 2 O 4 ) catalyst that is susceptible to severe coke formation, we substitute aluminum (Al) with gallium (Ga), reporting a CoAl 0.5 Ga 1.5 O 4 -R catalyst that performs DRM stably over 1000 hours without observable coke deposition. We find that Ga enhances DRM stability by suppressing C-H activation to balance carbon removal. A series of coke-free DRM catalysts are developed herein by partially substituting Al from CoAl 2 O 4 with other metals."
https://openalex.org/W4384931385,10.3390/methane2030019,Methane Oxidation via Chemical and Biological Methods: Challenges and Solutions,"Methane, a potent greenhouse gas, has gained significant attention due to its environmental impact and economic potential. Chemical industries have focused on specialized catalytic systems, like zeolites, to convert methane into methanol. However, inherent limitations in selectivity, irreversibility, and pore blockages result in high costs and energy requirements, thus hindering their commercial viability and profitability. In contrast, biological methane conversion using methanotrophs has emerged as a promising alternative, offering higher conversion rates, self-renewability, improved selectivity, and economically feasible upstream processes. Nevertheless, biological methane oxidation encounters challenges including the difficulty in cultivating methanotrophs and their slow growth rates, which hinder large-scale bioprocessing. Another highlighted limitation is the limited mass transfer of methane into liquid in bioreactors. Practical strategies to enhance methane oxidation in biological systems, including optimizing reactor design to improve mass transfer, altering metal concentrations, genetic engineering of methane monooxygenases, enzyme encapsulation, and utilizing microbial consortia are discussed. By addressing the limitations of chemical approaches and highlighting the potential of biological methods, the review concluded that the utilization of genetically engineered methanotrophic biofilms on beads within a biotrickling reactor, along with enhanced aeration rates, will likely enhance methane oxidation and subsequent methane conversion rates."
https://openalex.org/W4402236667,10.1039/d4cy00699b,Synergistic effect of Pd/CZO catalysts and an electric field on complete combustion of lean and humid methane at low temperatures,"Using a solid catalytic reaction in an electric field at low temperatures, methane, which has a high global warming effect, was successfully oxidatively removed even under dilute and low temperature conditions."
https://openalex.org/W4220793563,10.1126/science.abm3282,Recovery of particulate methane monooxygenase structure and activity in a lipid bilayer,"Bacterial methane oxidation using the enzyme particulate methane monooxygenase (pMMO) contributes to the removal of environmental methane, a potent greenhouse gas. Crystal structures determined using inactive, detergent-solubilized pMMO lack several conserved regions neighboring the proposed active site. We show that reconstituting pMMO in nanodiscs with lipids extracted from the native organism restores methane oxidation activity. Multiple nanodisc-embedded pMMO structures determined by cryo-electron microscopy to 2.14- to 2.46-angstrom resolution reveal the structure of pMMO in a lipid environment. The resulting model includes stabilizing lipids, regions of the PmoA and PmoC subunits not observed in prior structures, and a previously undetected copper-binding site in the PmoC subunit with an adjacent hydrophobic cavity. These structures provide a revised framework for understanding and engineering pMMO function."
https://openalex.org/W4378574308,10.3390/molecules28114373,Enhancing Methane Removal Efficiency of ZrMnFe Alloy by Partial Replacement of Fe with Co,"High-purity hydrogen is extensively employed in chemical vapor deposition, and the existence of methane impurity significantly impacts the device performance. Therefore, it is necessary to purify hydrogen to remove methane. The ZrMnFe getter commonly used in the industry reacts with methane at a temperature as high as 700 ∘C, and the removal depth is not sufficient. To overcome these limitations, Co partially substitutes Fe in the ZrMnFe alloy. The alloy was prepared by suspension induction melting method, and was characterized by means of XRD, ICP, SEM and XPS. The concentration of methane at the outlet was detected by gas chromatography to characterize the hydrogen purification performance of the alloy. The removal effect of the alloy on methane in hydrogen increases first and then decreases with the increase in substitution amount, and increases with the increase in temperature. Specifically, the ZrMnFe0.7Co0.3 alloy reduces methane levels in hydrogen from 10 ppm to 0.215 ppm at 500 ∘C. ZrMnFe0.7Co0.3 alloy can remove 50 ppm of methane in helium to less than 0.01 ppm at 450 ∘C, demonstrating its excellent methane reactivity. Moreover, Co substitution reduces the formation energy barrier of ZrC, and Co in the electron-rich state demonstrates superior catalytic activity for methane decomposition."
https://openalex.org/W4387571796,10.1038/s41598-023-44582-w,Process concepts and analysis for co-removing methane and carbon dioxide from the atmosphere,"Abstract Methane is the second largest contributor to global warming after CO 2 , and it is hard to abate due to its low concentration in the emission sources and in the atmosphere. However, removing methane from the atmosphere will accelerate achieving net-zero targets, since its global warming potential is 28 over a 100-year period. This work presents first-of-its-kind process concepts for co-removal of methane and CO 2 that combines the catalytic conversion of methane step (thermal/photo-catalytic) with CO 2 capture. Proposed processes have been analyzed for streams with lean methane concentrations, which are non-fossil emissions originating in the agricultural sector or natural emissions from wetlands. If the proposed processes can overcome challenges in catalyst/material design to convert methane at low concentrations, they have the potential to remove more than 40% of anthropogenic and natural methane emissions from the atmosphere at a lower energy penalty than the state-of-the-art technologies for direct air capture of CO 2 ."
https://openalex.org/W2477844132,10.1038/ncomms12273,Photocatalytic oxidation of methane over silver decorated zinc oxide nanocatalysts,"Abstract The search for active catalysts that efficiently oxidize methane under ambient conditions remains a challenging task for both C1 utilization and atmospheric cleansing. Here, we show that when the particle size of zinc oxide is reduced down to the nanoscale, it exhibits high activity for methane oxidation under simulated sunlight illumination, and nano silver decoration further enhances the photo-activity via the surface plasmon resonance. The high quantum yield of 8% at wavelengths &lt;400 nm and over 0.1% at wavelengths ∼470 nm achieved on the silver decorated zinc oxide nanostructures shows great promise for atmospheric methane oxidation. Moreover, the nano-particulate composites can efficiently photo-oxidize other small molecular hydrocarbons such as ethane, propane and ethylene, and in particular, can dehydrogenize methane to generate ethane, ethylene and so on. On the basis of the experimental results, a two-step photocatalytic reaction process is suggested to account for the methane photo-oxidation."
https://openalex.org/W2946725468,10.1038/s41893-019-0299-x,Methane removal and atmospheric restoration,
https://openalex.org/W796604981,10.1007/bf00765891,Room temperature photo-activation of methane on TiO2 supported molybdena,
https://openalex.org/W1980143147,10.1016/j.apcata.2012.01.010,Ionic liquids as novel catalysts for methane conversion under a DC discharge plasma,
https://openalex.org/W2809928134,10.1021/jacs.8b05320,Second-Sphere Effects on Methane Hydroxylation in Cu-Zeolites,"Two [Cu2O]2+ cores have been identified as the active sites of low temperature methane hydroxylation in the zeolite Cu-MOR. These cores have similar geometric and electronic structures, yet different reactivity with CH4: one reacts with a much lower activation enthalpy. In the present study, we couple experimental reactivity and spectroscopy studies to DFT calculations to arrive at structural models of the Cu-MOR active sites. We find that the more reactive core is located in a constricted region of the zeolite lattice. This leads to close van der Waals contact between the substrate and the zeolite lattice in the vicinity of the active site. The resulting enthalpy of substrate adsorption drives the subsequent H atom abstraction step-a manifestation of the ""nest"" effect seen in hydrocarbon cracking on acid zeolites. This defines a mechanism to tune the reactivity of metal active sites in microporous materials."
https://openalex.org/W1989060606,10.1038/ncomms2697,New materials for methane capture from dilute and medium-concentration sources,
https://openalex.org/W2508775406,10.1038/nature19059,The active site of low-temperature methane hydroxylation in iron-containing zeolites,
https://openalex.org/W2609652984,10.1039/c7ta00934h,Porous 3D polymers for high pressure methane storage and carbon dioxide capture,"Porous 3D polymers, fabricated using multidentate monomers, efficiently adsorb CO<sub>2</sub> and CH<sub>4</sub> up to 180 bar."
https://openalex.org/W2462210636,10.1021/jacs.6b04568,Methane-Oxidizing Enzymes: An Upstream Problem in Biological Gas-to-Liquids Conversion,"Biological conversion of natural gas to liquids (Bio-GTL) represents an immense economic opportunity. In nature, aerobic methanotrophic bacteria and anaerobic archaea are able to selectively oxidize methane using methane monooxygenase (MMO) and methyl coenzyme M reductase (MCR) enzymes. Although significant progress has been made toward genetically manipulating these organisms for biotechnological applications, the enzymes themselves are slow, complex, and not recombinantly tractable in traditional industrial hosts. With turnover numbers of 0.16-13 s(-1), these enzymes pose a considerable upstream problem in the biological production of fuels or chemicals from methane. Methane oxidation enzymes will need to be engineered to be faster to enable high volumetric productivities; however, efforts to do so and to engineer simpler enzymes have been minimally successful. Moreover, known methane-oxidizing enzymes have different expression levels, carbon and energy efficiencies, require auxiliary systems for biosynthesis and function, and vary considerably in terms of complexity and reductant requirements. The pros and cons of using each methane-oxidizing enzyme for Bio-GTL are considered in detail. The future for these enzymes is bright, but a renewed focus on studying them will be critical to the successful development of biological processes that utilize methane as a feedstock."
https://openalex.org/W2777092528,10.1021/acs.chemrev.7b00344,Iron and Copper Active Sites in Zeolites and Their Correlation to Metalloenzymes,"Metal-exchanged zeolites are a class of heterogeneous catalysts that perform important functions ranging from selective hydrocarbon oxidation to remediation of NOx pollutants. Among these, copper and iron zeolites are remarkably reactive, hydroxylating methane and benzene selectively at low temperature to form methanol and phenol, respectively. In these systems, reactivity occurs at well-defined molecular transition metal active sites, and in this review we discuss recent advances in the spectroscopic characterization of these active sites and their reactive intermediates. Site-selective spectroscopy continues to play a key role, making it possible to focus on active sites that exist within a distribution of inactive spectator metal centers. The definition of the geometric and electronic structures of metallozeolites has advanced to the level of bioinorganic chemistry, enabling direct comparison of metallozeolite active sites to functionally analogous Fe and Cu sites in biology. We identify significant parallels and differences in the strategies used by each to achieve high reactivity, highlighting potentially interesting mechanisms to tune the performance of synthetic catalysts."
https://openalex.org/W2431792572,10.1038/ncomms11900,Printable enzyme-embedded materials for methane to methanol conversion,"Abstract An industrial process for the selective activation of methane under mild conditions would be highly valuable for controlling emissions to the environment and for utilizing vast new sources of natural gas. The only selective catalysts for methane activation and conversion to methanol under mild conditions are methane monooxygenases (MMOs) found in methanotrophic bacteria; however, these enzymes are not amenable to standard enzyme immobilization approaches. Using particulate methane monooxygenase (pMMO), we create a biocatalytic polymer material that converts methane to methanol. We demonstrate embedding the material within a silicone lattice to create mechanically robust, gas-permeable membranes, and direct printing of micron-scale structures with controlled geometry. Remarkably, the enzymes retain up to 100% activity in the polymer construct. The printed enzyme-embedded polymer motif is highly flexible for future development and should be useful in a wide range of applications, especially those involving gas–liquid reactions."
https://openalex.org/W4200492640,10.1021/acsenvironau.1c00034,Atmospheric- and Low-Level Methane Abatement <i>via</i> an Earth-Abundant Catalyst,"Climate action scenarios that limit changes in global temperature to less than 1.5 °C require methane controls, yet there are no abatement technologies effective for the treatment of low-level methane. Here, we describe the use of a biomimetic copper zeolite capable of converting atmospheric- and low-level methane at relatively low temperatures (e.g., 200-300 °C) in simulated air. Depending on the duty cycle, 40%, over 60%, or complete conversion could be achieved (via a two-step process at 450 °C activation and 200 °C reaction or a short and long activation under isothermal 310 °C conditions, respectively). Improved performance at longer activation was attributed to active site evolution, as determined by X-ray diffraction. The conversion rate increased over a range of methane concentrations (0.00019-2%), indicating the potential to abate methane from any sub-flammable stream. Finally, the uncompromised catalyst turnover for 300 h in simulated air illustrates the promise of using low-cost, earth-abundant materials to mitigate methane and slow the pace of climate change."
https://openalex.org/W3133982418,10.1016/j.apr.2021.02.017,A nature-based negative emissions technology able to remove atmospheric methane and other greenhouse gases,"Fulfilling the Paris Climate Agreement requires reducing rapidly the new emissions of greenhouse gases (GHGs) to reach net zero by 2050. As some anthropogenic emissions cannot be zero, to compensate them it will be necessary to remove GHGs from the atmosphere. Among possible methods, the Iron Salt Aerosol (ISA) offers new possibilities, including removal of methane and several other GHGs, as well as carbon dioxide. Several studies suggest that anthropogenic emissions of iron participate in the current primary productivity. As plans to decarbonize the world economy might also have inadvertent warming effects due to the reduction of iron emissions from fossil fuels burning, iron additions might help address this issue. ISA is different from the method known as Ocean Iron Fertilization and the differences are explained. ISA mimic natural processes and the dust which probably participated in the cooling during the ice-ages over the past million years. Still larger laboratory trials, safety and environmental impact studies and global chemical computer modeling are necessary before ISA would be ready to be trialed. Desk and laboratory studies indicate low cost, easy deployment and efficacy, all of which can be validated by future small scale field trials, a step needed before, if successful, a possible implementation at a climate-relevant scale."
https://openalex.org/W2052654723,10.3390/molecules20011319,The Viability of Photocatalysis for Air Purification,"Photocatalytic oxidation (PCO) air purification technology is reviewed based on the decades of research conducted by the United Technologies Research Center (UTRC) and their external colleagues. UTRC conducted basic research on the reaction rates of various volatile organic compounds (VOCs). The knowledge gained allowed validation of 1D and 3D prototype reactor models that guided further purifier development. Colleagues worldwide validated purifier prototypes in simulated realistic indoor environments. Prototype products were deployed in office environments both in the United States and France. As a result of these validation studies, it was discovered that both catalyst lifetime and byproduct formation are barriers to implementing this technology. Research is ongoing at the University of Connecticut that is applicable to extending catalyst lifetime, increasing catalyst efficiency and extending activation wavelength from the ultraviolet to the visible wavelengths. It is critical that catalyst lifetime is extended to realize cost effective implementation of PCO air purification."
https://openalex.org/W2744978131,10.1039/c7ee01872j,Highly selective gas separation membrane using in situ amorphised metal–organic frameworks,Cross-linked amorphous mixed matrix membranes for selective separations of CO<sub>2</sub>/CH<sub>4</sub> mixed-gas feeds.
https://openalex.org/W3157758148,10.1021/acs.nanolett.1c01204,Efficient Photooxidation of Methane to Liquid Oxygenates over ZnO Nanosheets at Atmospheric Pressure and Near Room Temperature,"Direct CH4 photoconversion into liquid oxygenates under mild conditions still represents a huge challenge. Herein, two-dimensional oxide semiconductors are designed to generate abundant active O– species for activating C–H bond of methane. Taking the synthetic ZnO nanosheets as an example, in situ electron paramagnetic resonance spectra verified their lattice oxygen atoms could capture photoexcited holes and generate active O– species, which could efficiently abstract H from CH4 to generate ·CH3 radicals. Gibbs free energy calculations and in situ Fourier-transform infrared spectroscopy corroborated the rate-limiting step was the first C–H bond activation process, whereas the exoergic oxidation of *CHO to HCOOH was easier than the endoergic overoxidation to CO, accounting for the selective production of liquid oxygenates. As a result, the formation rate of liquid oxygenates over ZnO nanosheets reached 2.21 mmol g–1 h–1 with a selectivity of 90.7% at atmospheric pressure and approximately 50 °C, outperforming previously reported photocatalysts under similar conditions."
https://openalex.org/W2503667191,10.5194/esd-8-1-2017,Climate engineering by mimicking natural dust climate control: the iron salt aerosol method,"Abstract. Power stations, ships and air traffic are among the most potent greenhouse gas emitters and are primarily responsible for global warming. Iron salt aerosols (ISAs), composed partly of iron and chloride, exert a cooling effect on climate in several ways. This article aims firstly to examine all direct and indirect natural climate cooling mechanisms driven by ISA tropospheric aerosol particles, showing their cooperation and interaction within the different environmental compartments. Secondly, it looks at a proposal to enhance the cooling effects of ISA in order to reach the optimistic target of the Paris climate agreement to limit the global temperature increase between 1.5 and 2 °C. Mineral dust played an important role during the glacial periods; by using mineral dust as a natural analogue tool and by mimicking the same method used in nature, the proposed ISA method might be able to reduce and stop climate warming. The first estimations made in this article show that by doubling the current natural iron emissions by ISA into the troposphere, i.e., by about 0.3 Tg Fe yr−1, artificial ISA would enable the prevention or even reversal of global warming. The ISA method proposed integrates technical and economically feasible tools."
https://openalex.org/W2909813529,10.1016/j.apsusc.2019.01.137,Novel and efficient synthesis of Ag-ZnO nanoparticles for the sunlight-induced photocatalytic degradation,
https://openalex.org/W4206137410,10.1016/j.adapen.2022.100085,Perspectives on removal of atmospheric methane,"Methane's contribution to radiative forcing is second only to that of CO2. Though previously neglected, methane is now gaining increasing public attention as a GHG. At the recent COP26 in Glasgow, 105 countries signed “the methane pledge” committing to a 30% reduction in emissions from oil and gas by 2030 compared to 2020 levels. Removal methods are complementary to such reduction, as they can deal with other sources of anthropogenic emissions as well as legacy emissions already accumulated in the troposphere. They can also provide future insurance in case biogenic emissions start rising significantly. This article reviews proposed methods for atmospheric methane removal at a climatically significant scale. These methods include enhancement of natural hydroxyl and chlorine sinks, photocatalysis in solar updraft towers, zeolite catalyst in direct air capture devices, and methanotrophic bacteria. Though these are still at an early stage of development, a comparison is provided with some carbon dioxide removal methods in terms of expected costs. The cheapest method is potentially enhancement of the chlorine natural sink, costing as little as $1.6 per ton CO2-eq, but this should be carried out over remote areas to avoid endangering human health. Complementarity with methane emissions reduction is also discussed."
https://openalex.org/W4386348294,10.1088/1748-9326/acf603,Assessing the potential benefits of methane oxidation technologies using a concentration-based framework,"Abstract Lowering the atmospheric methane concentration is critical to reducing short-term global warming because of methane’s high radiative forcing and relatively short lifetime. Methane could be destroyed at its emissions sources or removed from the atmosphere by oxidizing it to carbon dioxide and water vapor, greatly lowering the warming effect. Here we provide, to the best of our knowledge, the first estimate of the amount of methane that is emitted at a given concentration. We use this to assess the potential benefits (global temperature, air quality, and economic) of various technologies that could oxidize methane above specific concentration thresholds. We estimate that global mean surface temperature could be reduced by 0.2 °C ± 0.1 °C by continuously oxidizing all anthropogenic methane emitted above 1000 parts per million (the lowest concentration addressable with current commercial technologies). Continuously oxidizing all methane currently emitted above ten parts per million could cause 0.4 °C ± 0.2 °C of cooling. For the economic benefit of removing atmospheric methane to outweigh the associated energy cost, we show that reactors that use heat to oxidize methane must operate at most 3 °C ± 2 °C above ambient temperature while those that use light must convert at least 9% ± 8% of photons into oxidized methane molecules. Our framework can be used by scientists, engineers, and policymakers to better understand the connections between methane sources, including their emission rates and concentrations, and the technologies that can oxidize those emissions."
https://openalex.org/W2783764048,10.3934/bioeng.2018.1.1,Biotechnological conversion of methane to methanol: evaluation of progress and potential,"Sources of methane are numerous, and vary greatly in their use and sustainable credentials. A Jekyll and Hyde character, it is a valuable energy source present as geological deposits of natural gas, however it is also potent greenhouse gas, released during many waste management processes. Gas-to-liquid technologies are being investigated as a means to exploit and monetise non-traditional and unutilised methane sources. The product identified as having the greatest potential is methanol due to it being a robust, commercially mature conversion process from methane and its beneficial fuel characteristics. Commercial methane to methanol conversion requires high temperatures and pressures, in an energy intensive and costly process. In contrast methanotrophic bacteria perform the desired transformation under ambient conditions, using methane monooxygenase (MMO) enzymes. Despite the great potential of these bacteria a number of biotechnical difficulties are hindering progress towards an industrially suitable process. We have identified five major challenges that exist as barriers to a viable conversion process that, to our knowledge, have not previously been examined as distinct process challenges. Although biotechnological applications of methanotrophic bacteria have been reviewed in part, no review has comprehensively covered progress and challenges for a methane to methanol process from an industrial perspective. All published examples to date of methanotroph catalysed conversion of methane to methanol are collated, and standardised to allow direct comparison. The focus will be on conversion of methane to methanol by whole-cell, wild type, methanotroph cultures, and the potential for their application in an industrially relevant process. A recent shift in the research community focus from a mainly biological angle to an overall engineering approach, offers potential to exploit methanotrophs in an industrially relevant biotechnological gas-to-liquid process. Current innovations and future opportunities are discussed."
https://openalex.org/W2053187281,10.1016/0167-4838(93)90285-y,Activation of the hydroxylase of sMMO from Methylococcus capsulatus (Bath) by hydrogen peroxide,
https://openalex.org/W4391473778,10.1021/acs.chemrev.3c00727,Direct Methane Oxidation by Copper- and Iron-Dependent Methane Monooxygenases,"Methane is a potent greenhouse gas that contributes significantly to climate change and is primarily regulated in Nature by methanotrophic bacteria, which consume methane gas as their source of energy and carbon, first by oxidizing it to methanol. The direct oxidation of methane to methanol is a chemically difficult transformation, accomplished in methanotrophs by complex methane monooxygenase (MMO) enzyme systems. These enzymes use iron or copper metallocofactors and have been the subject of detailed investigation. While the structure, function, and active site architecture of the copper-dependent particulate methane monooxygenase (pMMO) have been investigated extensively, its putative quaternary interactions, regulation, requisite cofactors, and mechanism remain enigmatic. The iron-dependent soluble methane monooxygenase (sMMO) has been characterized biochemically, structurally, spectroscopically, and, for the most part, mechanistically. Here, we review the history of MMO research, focusing on recent developments and providing an outlook for future directions of the field. Engineered biological catalysis systems and bioinspired synthetic catalysts may continue to emerge along with a deeper understanding of the molecular mechanisms of biological methane oxidation. Harnessing the power of these enzymes will necessitate combined efforts in biochemistry, structural biology, inorganic chemistry, microbiology, computational biology, and engineering."
